"Freq [GHz]","im(S(1,1)) []","im(S(1,2)) []","im(S(1,3)) []","im(S(1,4)) []","im(S(1,5)) []","im(S(1,6)) []","im(S(2,1)) []","im(S(2,2)) []","im(S(2,3)) []","im(S(2,4)) []","im(S(2,5)) []","im(S(2,6)) []","im(S(3,1)) []","im(S(3,2)) []","im(S(3,3)) []","im(S(3,4)) []","im(S(3,5)) []","im(S(3,6)) []","im(S(4,1)) []","im(S(4,2)) []","im(S(4,3)) []","im(S(4,4)) []","im(S(4,5)) []","im(S(4,6)) []","im(S(5,1)) []","im(S(5,2)) []","im(S(5,3)) []","im(S(5,4)) []","im(S(5,5)) []","im(S(5,6)) []","im(S(6,1)) []","im(S(6,2)) []","im(S(6,3)) []","im(S(6,4)) []","im(S(6,5)) []","im(S(6,6)) []"
50,-0.658091980700742,-0.0810618956102955,-0.00083747645139798,-0.000834927155486447,-0.0643549396360336,0.0149670937326225,-0.081061895610329,-0.64298705846654,-0.00112398167123091,-0.000474616443078126,0.0143523363603383,-0.0745934498647327,-0.000837476451399472,-0.00112398167122949,0.243312727788959,-0.00665355336476999,0.000122328275293456,0.00122830101655318,-0.000834927155486382,-0.000474616443076085,-0.00665355336476949,0.256475702226901,0.000728708893742612,-0.000282447665008434,-0.0643549396360497,0.01435233636038,0.000122328275295177,0.000728708893743198,-0.40058819186413,-0.127570168028392,0.0149670937326161,-0.0745934498647506,0.00122830101655279,-0.000282447665007619,-0.127570168028365,-0.371350507410384
51,-0.27212990864858,0.0489757392930725,-0.000211613699550353,-0.000388981302012666,0.00334964376061532,0.00183018044802549,0.0489757392930791,-0.277880282047859,0.000799260816155033,0.000810198670862691,0.000230622382088382,0.000784000977317581,-0.000211613699551598,0.0007992608161554,0.252223525647434,-0.00466261236823862,0.00135472935466585,-1.9210133332032E-05,-0.000388981302009803,0.000810198670863204,-0.00466261236823889,0.284817757803489,0.000895417084230939,8.68161542656844E-05,0.00334964376060264,0.000230622382101071,0.00135472935466485,0.000895417084231771,-0.589789820433333,-0.0811526584927899,0.00183018044802967,0.000784000977314358,-1.92101333322881E-05,8.68161542669813E-05,-0.0811526584927909,-0.591400690085752
52,-0.213799641514203,0.0716650380164093,0.00013923107230051,0.000828654811898533,0.0394324350158238,-0.0818592350561063,0.0716650380164104,-0.238466160472934,0.00101733849054711,0.0010298432052439,-0.104187050747623,0.0128828441984138,0.000139231072300973,0.00101733849054708,0.264751924745222,-0.00225199962718934,0.0016069780532025,-0.000499522173387765,0.000828654811905478,0.00102984320524363,-0.00225199962718994,0.292561991423204,0.000329542895535169,0.000331561151502751,0.0394324350158153,-0.104187050747586,0.00160697805320255,0.000329542895536638,-0.64031521035996,-0.0385361398656222,-0.0818592350561052,0.0128828441983855,-0.00049952217338799,0.000331561151503699,-0.0385361398656342,-0.628992566864572
53,-0.400370374062695,0.086549423852535,0.000460091347115178,0.000800274651150542,0.00115705421589462,-0.320553263353589,0.0865494238525334,-0.41510786973806,0.00100073123907369,0.000930561580854685,-0.286625750455582,-0.0343037078600038,0.000460091347117177,0.00100073123907385,0.271086593189322,-6.15297323626633E-05,0.00193432160715998,-0.000954632381509467,0.000800274651150717,0.000930561580854582,-6.15297323628797E-05,0.297093417770446,-0.000201510372830983,0.000417985237816458,0.00115705421590701,-0.286625750455651,0.00193432160716062,-0.000201510372828583,0.0277153940403196,0.0323738577174788,-0.320553263353632,-0.0343037078600229,-0.000954632381510229,0.000417985237816766,0.0323738577174606,0.032740215539117
54,-0.614071046079619,0.0580928910359785,0.000776786617086272,-1.12060015334834E-05,-0.0742265779678959,0.0788018383236719,0.0580928910359173,-0.616983337427039,0.00126946678718081,0.000684691114557613,0.0678352364555742,-0.0936794991466054,0.000776786617088885,0.0012694667871819,0.211779598684321,0.00103393624292276,0.002456797213041,-0.00100388473137577,-1.1206001531656E-05,0.000684691114558371,0.0010339362429243,0.328123203633337,-0.00041436058550814,0.000307734426142961,-0.0742265779678911,0.0678352364556052,0.00245679721304239,-0.000414360585506062,0.202204603507356,0.154982591827185,0.0788018383236959,-0.0936794991466062,-0.00100388473137486,0.000307734426142652,0.15498259182717,0.19017119215236
55,-0.750434492112149,-0.0317292091997758,-0.00064826814604918,-0.00033046021312983,-0.123626721911584,0.0629496971161628,-0.0317292091997729,-0.748432261170185,0.00304198750557245,0.00030132754046273,0.0803448264002622,-0.116707147014822,-0.00064826814605403,0.00304198750559299,0.199441586910721,-0.0031604576974181,0.00262493238221597,0.000569839865260363,-0.000330460213127919,0.000301327540463355,-0.00316045769741956,0.333269211555734,-0.000117765172706154,-9.71873849441562E-05,-0.123626721911585,0.0803448264002613,0.00262493238221748,-0.000117765172707555,0.185124643553226,0.323024322888633,0.062949697116174,-0.116707147014819,0.000569839865265718,-9.71873849443711E-05,0.323024322888632,0.196739504803342
56,-0.41394083138592,-0.00942110745226684,-0.000628174072924359,-0.000442703879155842,-0.0657813331335405,0.0319766457118654,-0.00942110745227007,-0.420023553075126,-0.000987714257343543,-7.1732297666386E-06,0.0369300446161645,-0.0566300255854929,-0.000628174072925205,-0.000987714257343595,0.20808508480485,-0.00194285154619049,-0.000148601357536953,-0.00379181140698428,-0.000442703879154807,-7.17322976878568E-06,-0.00194285154619069,0.215907510253731,0.000441020294522256,-0.000801695818714252,-0.0657813331335399,0.0369300446161725,-0.00014860135753868,0.000441020294520845,0.191546861917258,0.36610677618992,0.031976645711876,-0.0566300255854971,-0.00379181140688172,-0.000801695818710827,0.366106776189927,0.203359590891654
57,0.631733880426549,0.0450250170218588,5.16387992376175E-05,-0.000540599914008949,0.0674103488256089,-0.0144744918270021,0.0450250170218731,0.622192719438715,-0.00017777580675315,0.000343681738728547,0.0153083512753488,0.0919054236564863,5.163879923794E-05,-0.000177775806752411,0.214503033011005,-0.000970568902454794,-0.00315956383396472,-0.000188906970751218,-0.000540599914011003,0.000343681738729423,-0.000970568902454633,0.212435658638914,0.00217098874305495,0.000840810057541991,0.0674103488256214,0.0153083512753227,-0.00315956383396356,0.00217098874304848,0.00671890547568943,0.293413581493982,-0.0144744918270215,0.0919054236564795,-0.000188906970747635,0.000840810057543265,0.293413581493983,-0.0417711391105884
58,0.59793647985849,-0.0976664861687526,-0.000191556827574077,0.00150642667391686,0.098160148921832,0.238940404401533,-0.0976664861687492,0.634034246189989,-0.00100503695567463,0.000785641445985088,-0.286893639286511,0.120653149487805,-0.000191556827572138,-0.00100503695568152,0.220059504986947,-0.00111877481662879,-0.00866611122794322,0.00715275808712625,0.00150642667393483,0.000785641445984921,-0.00111877481662875,0.219250955017098,0.0010891429277303,0.000165739575617019,0.0981601489217968,-0.286893639284824,-0.00866611122796754,0.00108914292772875,0.0051531979720795,-0.0623761275892263,0.238940404401675,0.120653149487803,0.00715275808711948,0.000165739575614687,-0.0623761275892168,-0.0230420442032936
59,0.045657157955975,-0.0671391463685495,-0.00690248957032783,-0.000250134160045434,-0.0434180770356896,-1.07294781396076,-0.0671391463685485,-0.024793985744321,-0.00211532374436783,0.000524433933552153,-0.173383926040463,-0.0320352870272286,-0.00690248957030901,-0.00211532374437422,0.225625501496856,-0.000465452697808229,-0.00642261486189604,-0.0227723467260775,-0.000250134160035415,0.000524433933568952,-0.000465452697808083,0.226213294959345,-0.00263957782481413,-0.00898431018491591,-0.0434180770358359,-0.173383926040502,-0.00642261486189716,-0.00263957782481068,-0.019711779965165,-0.146585522209009,-1.07294781396485,-0.0320352870272208,-0.0227723467260494,-0.00898431018489191,-0.146585522208988,-0.0192139475190899
60,0.593241820762345,-0.0389112949323503,-0.00214609528266941,-0.00226157332139553,-0.0888701988919879,-0.151721117700556,-0.0389112949323459,0.621333200350731,-0.000964314138148698,-0.00278560285892479,-0.176858410665097,-0.0554812442312892,-0.00214609528268613,-0.000964314138151138,0.231358258389455,0.000712930468138645,-0.00881290091989656,-0.00699399566242836,-0.00226157332139614,-0.00278560285886211,0.000712930468138778,0.232148109767035,-0.00567903262497092,-0.00349105375971693,-0.0888701988920513,-0.176858410665082,-0.00881290091990341,-0.00567903262496967,-0.0650106363529817,-0.0502005691825627,-0.151721117700566,-0.0554812442312753,-0.00699399566243009,-0.00349105375971497,-0.0502005691825356,-0.0363077299738224
61,0.641170825157925,0.0608575216038555,-0.0279514808456517,-0.00796536901730811,-0.0672027301551119,-0.0907813908424261,0.0608575216038452,0.6355920737425,0.0011474998774814,0.00620070863003772,-0.0637298925225846,-0.030529364136026,-0.0279514808463332,0.00114749987748283,0.236158845493623,0.00273767891408341,-0.0115741954175309,-0.00443161659940778,-0.00796536901729394,0.00620070863013055,0.00273767891408324,0.227050280942672,-0.00706541185615062,-0.00249455195719813,-0.0672027301551249,-0.0637298925226045,-0.0115741954175307,-0.00706541185615213,-0.172343827717236,0.00535322137425063,-0.0907813908424413,-0.0305293641360092,-0.00443161659940781,-0.00249455195719365,0.00535322137427239,-0.0616235086211424
