"Freq [GHz]","re(S(1,1)) []","re(S(1,2)) []","re(S(1,3)) []","re(S(1,4)) []","re(S(1,5)) []","re(S(1,6)) []","re(S(2,1)) []","re(S(2,2)) []","re(S(2,3)) []","re(S(2,4)) []","re(S(2,5)) []","re(S(2,6)) []","re(S(3,1)) []","re(S(3,2)) []","re(S(3,3)) []","re(S(3,4)) []","re(S(3,5)) []","re(S(3,6)) []","re(S(4,1)) []","re(S(4,2)) []","re(S(4,3)) []","re(S(4,4)) []","re(S(4,5)) []","re(S(4,6)) []","re(S(5,1)) []","re(S(5,2)) []","re(S(5,3)) []","re(S(5,4)) []","re(S(5,5)) []","re(S(5,6)) []","re(S(6,1)) []","re(S(6,2)) []","re(S(6,3)) []","re(S(6,4)) []","re(S(6,5)) []","re(S(6,6)) []"
45,0.431819285967311,0.177117888828527,-0.00196390058927988,0.00989456327103081,0.0877469036577996,0.132317366954671,0.177117888828539,0.43602877507263,0.00159326633598155,-0.0136198438272159,0.126599935157308,0.0876294820107686,-0.00196390058928121,0.00159326633597988,-0.969535122432068,-0.000138863449726232,-0.00138696461187136,0.00155119248139505,0.0098945632710559,-0.0136198438272161,-0.000138863449726173,-0.971874799937413,0.0160485504998342,-0.0112127741407202,0.0877469036578235,0.126599935157317,-0.0013869646118716,0.0160485504998326,0.618183726424878,-0.0800247972871085,0.132317366954674,0.0876294820107803,0.00155119248139654,-0.0112127741407186,-0.080024797287148,0.608489713756875
46,0.507343845327959,0.129006711043277,-0.00164129705099087,-0.0129838769105706,0.170989567930495,-0.252229955668274,0.129006711043276,0.515334545130297,-0.00201140213864562,0.00277293343114926,-0.241822243712544,0.174448649609118,-0.00164129705099065,-0.00201140213864519,-0.968343616399016,-4.0377910116295E-05,-0.00191348310544782,-0.002442824070074,-0.0129838769105876,0.00277293343114916,-4.03779101162949E-05,-0.970523691135432,0.00558420549321091,-0.0130687676384959,0.170989567930492,-0.241822243712553,-0.00191348310544677,0.00558420549321146,0.541216240484095,0.107183500605701,-0.252229955668277,0.174448649609097,-0.00244282407007483,-0.0130687676384898,0.107183500605718,0.537997260163118
47,0.284834878108905,0.129145683385822,-0.00228793017748861,-0.00207979897490121,0.0307201616781628,-0.0354578903421577,0.12914568338582,0.300604623519625,0.000216032639749963,0.00130230673778542,-0.0368848446981546,0.0323108483072536,-0.00228793017748757,0.000216032639750285,-0.947265994263287,0.00243786343611333,-0.00280069350884104,0.000858234781615933,-0.00207979897490305,0.00130230673778546,0.00243786343611247,-0.972993026180563,-0.00716572364058912,0.00140845296738324,0.0307201616781643,-0.0368848446981515,-0.00280069350883976,-0.00716572364063305,-0.516883833404665,-0.102582745938447,-0.0354578903421488,0.0323108483072461,0.000858234781603572,0.00140845296738574,-0.102582745938444,-0.413999517412126
48,-0.072984856279065,0.185216592166118,-0.000217739654766787,-0.00127269862658841,-0.0712077026325438,-0.0707622263115945,0.185216592166126,-0.00306801658298346,-0.00424684724912377,-0.000997648722392751,-0.0689538039732442,-0.0723319387798799,-0.000217739654762955,-0.004246847249124,-0.972481435922099,-0.00149803669974421,0.00215455241653373,0.00162142940771174,-0.00127269862659149,-0.000997648722392962,-0.00149803669974371,-0.962985162465981,0.0017025071609784,0.00272028015714665,-0.0712077026325912,-0.0689538039732586,0.00215455241653488,0.00170250716097865,0.611143737484824,-0.191602263016318,-0.0707622263116156,-0.0723319387799052,0.00162142940771219,0.00272028015714805,-0.191602263016315,0.61203876444746
49,-0.304628470934981,0.0775268440902847,-0.000481576359556699,-0.000535672267716183,-0.000885094900618277,-0.141626705799433,0.0775268440902563,-0.283470084541253,-0.00149613130241851,-0.00266256622618243,-0.112155960661145,0.0221264981937752,-0.000481576359556287,-0.00149613130241801,-0.962793661908232,0.00155559934876384,0.00138143472374338,0.000712583142905528,-0.000535672267718867,-0.00266256622618262,0.00155559934876347,-0.964981919732731,0.00106041384181929,0.00354266689295927,-0.000885094900500996,-0.112155960661202,0.00138143472374057,0.00106041384181421,1.13444773727357,-0.202129532886391,-0.141626705799479,0.0221264981938311,0.000712583142906279,0.00354266689295959,-0.202129532886399,1.37743821195843
50,-0.8038245844279,-0.00373752329394137,0.000543787907572025,0.000279005277277588,0.00610464044366812,-0.053373554610398,-0.00373752329395404,-0.8073159533785,-7.3996236639141E-05,0.000410692542682918,-0.0299084547819247,0.00847105934128217,0.000543787907571059,-7.39962366408763E-05,-0.959727822833048,0.00387864343398648,-0.000134299868692259,0.00173694096207166,0.000279005277277616,0.000410692542680837,0.00387864343398642,-0.95270536639485,-0.000506313721244402,0.000775149464159549,0.00610464044369444,-0.0299084547819834,-0.000134299868692248,-0.000506313721247948,0.699737294387307,-0.132062313232635,-0.0533735546104061,0.00847105934127612,0.00173694096207587,0.000775149464158283,-0.132062313232624,0.698181241501039
51,-0.843746355021086,-0.0179432435275126,0.000467717661579904,0.000753481818075109,0.100683223283815,-0.104752383891667,-0.0179432435275102,-0.849164079663719,0.000692640114299476,0.00100870595016663,-0.11262632583719,0.0973850215200684,0.000467717661582051,0.000692640114299397,-0.958288706351739,0.00363189637355624,0.000462725230563923,0.0017909907602277,0.000753481818078272,0.00100870595016505,0.00363189637355621,-0.941368006799375,0.000650352122531446,0.00153227358291702,0.100683223283822,-0.112626325837196,0.000462725230562993,0.00065035212252782,0.520055317447209,-0.133461952608491,-0.104752383891676,0.0973850215200495,0.00179099076022931,0.00153227358291605,-0.133461952608476,0.542099013704373
52,-0.415421635203935,0.000305320179341374,0.00027728952339638,0.000609525630999346,0.0526492702537264,-0.141565152691221,0.000305320179342226,-0.452839683744057,-0.000134953457822495,0.000781447616639558,-0.135166359441456,0.0522927273469138,0.000277289523398702,-0.000134953457822218,-0.959729878471431,0.00260813284328137,0.000892035654140836,0.00174188706627044,0.000609525630997559,0.000781447616640722,0.00260813284328102,-0.90687074172445,0.00095014791171391,0.00145029261738792,0.0526492702537594,-0.1351663594415,0.000892035654140062,0.000950147911710374,-0.0288405632199781,-0.101800324410993,-0.141565152691237,0.0522927273469097,0.00174188706627143,0.00145029261738709,-0.101800324410979,-0.0805903172975316
53,-0.119020161012218,-0.0162850186817372,-3.67569693205156E-06,-0.000823353337576784,0.0114918605851256,0.00298410666282884,-0.016285018681756,-0.158005373448596,-0.00038712054928615,0.000435681202874044,-0.00149661880332927,0.0333285583198504,-3.6756969309231E-06,-0.000387120549285069,-0.959117078173943,0.00123534562321804,0.000893073058088508,0.00142252655359946,-0.000823353337578119,0.000435681202877015,0.00123534562321804,-0.937000755721395,0.000727431818967188,0.00121044452209992,0.0114918605851519,-0.00149661880336224,0.000893073058088382,0.000727431818964589,-0.173205123558255,-0.0646252361881914,0.00298410666285137,0.0333285583198693,0.00142252655359858,0.00121044452209945,-0.064625236188177,-0.144268827998284
54,-0.0656829279600177,-0.0832773996683564,-0.000680742939847103,-0.00091488889182047,0.0171803259030033,0.114619252111932,-0.0832773996683723,-0.0882610321633197,-0.00063410147897873,4.10122371821276E-05,0.186575759489482,0.0562385640400886,-0.000680742939849791,-0.000634101478976457,-0.944070005016359,-0.00180725920792145,0.000372782441225755,0.000503718183233054,-0.000914888891820127,4.10122371851742E-05,-0.00180725920792221,-0.996133912509536,0.000189344742932668,0.000916542279476218,0.0171803259030163,0.186575759489424,0.000372782441225731,0.000189344742932384,0.149145305636813,-0.0397397732644329,0.114619252111916,0.0562385640401128,0.000503718183227901,0.00091654227947613,-0.0397397732644165,0.143569562565668
55,-0.310952086015426,-0.0423735319161436,-0.00172895576361326,-0.000589369854372553,0.0859028554899769,-0.0266168144847793,-0.0423735319161215,-0.313425451650672,-0.00483750075252553,-0.000309056221143035,-0.0166465068764072,0.103332756070502,-0.0017289557636141,-0.00483750075252964,-0.976454205665095,-0.00283116209151863,-0.00133282325921827,-0.00102840160232657,-0.000589369854372634,-0.000309056221142618,-0.00283116209151952,-1.02701644978385,-0.000309443201139765,0.000592015208012755,0.0859028554899947,-0.0166465068764124,-0.00133282325921997,-0.000309443201139306,0.304630417413089,-0.0987084763218758,-0.0266168144847862,0.10333275607052,-0.0010284016023331,0.000592015208012324,-0.0987084763218662,0.307918214283305
56,-0.865277001142557,-0.0032081687552565,-0.000262666597693944,-0.000232441782151471,0.122537377287375,-0.0728408889903959,-0.0032081687552602,-0.854922710172154,-3.5207471187054E-05,-0.000370662251792707,-0.0737945212609174,0.10571113017573,-0.000262666597694033,-3.52074711878218E-05,-0.977856096203391,0.000744935564463905,-0.00325371984142397,-0.012180722542923,-0.00023244178215156,-0.000370662251792783,0.000744935564463229,-0.957785243482175,-0.000372758786892806,-0.000288821173911797,0.122537377287375,-0.0737945212609195,-0.00325371984142504,-0.000372758786896815,0.378300361048465,-0.221990580062951,-0.0728408889903956,0.105711130175741,-0.0121807225429798,-0.000288821173911529,-0.221990580062945,0.442903243624476
57,-0.649350122120956,-0.0487142497512341,-0.000581667043399793,0.000101186453937598,-0.0207125793602894,-0.0848078445102966,-0.0487142497512447,-0.65331977522961,-0.000469646188385173,-0.000530944961883868,-0.0955621028237417,-0.00252907245460705,-0.000581667043400814,-0.000469646188384798,-0.976138241462533,-0.000374872203271586,-0.000927700483655533,-0.00165203795441632,0.000101186453937492,-0.000530944961884971,-0.000374872203271765,-0.979243252507196,-0.000552951664970451,-0.000357901513421168,-0.0207125793602617,-0.0955621028237227,-0.000927700483658113,-0.000552951664976071,0.526786285252234,-0.112929405233349,-0.0848078445102858,-0.00252907245460653,-0.00165203795441248,-0.000357901513423151,-0.11292940523335,0.621905016394189
58,0.305786073013553,-0.06029250680473,-0.00227724488174869,0.00148166253425159,-0.249927016276641,-0.26461812921062,-0.0602925068047374,0.322026891649712,-0.00632245686089105,-0.0013947333991684,-0.314613907628379,-0.203031466976787,-0.00227724488174781,-0.00632245686088525,-0.974701117547201,0.000198603738328007,-0.00398192026786396,-0.00122654943062676,0.00148166253421545,-0.00139473339916544,0.000198603738327992,-0.975910300718408,0.00412701202230156,0.00290356593137984,-0.249927016276643,-0.31461390762853,-0.00398192026776478,0.00412701202230036,0.467341370818417,0.0809220561317603,-0.264618129210403,-0.203031466976774,-0.00122654943063223,0.00290356593137834,0.0809220561316887,0.503020047057267
59,0.047881420256241,-0.0492504023479475,9.44781117722931E-05,0.00256630105370336,-0.241526473946294,-0.653548477527884,-0.0492504023479624,0.0420569728477597,0.00392753514428943,-0.00252178907600789,-0.116182609339278,-0.178299943233114,9.44781117161522E-05,0.0039275351442862,-0.973220466455814,0.00103799710039626,0.00201705884591467,-0.0130976721294811,0.00256630105370646,-0.00252178907597219,0.00103799710039639,-0.971999529489221,0.0044671566255342,-6.60311563072721E-06,-0.241526473946243,-0.116182609339531,0.00201705884592452,0.00446715662553218,0.462785824107583,-0.143320351722807,-0.653548477531971,-0.178299943233093,-0.0130976721296631,-6.60311561463873E-06,-0.143320351722865,0.541854214951123
60,0.0540799769900103,-0.0990601004879732,0.00722025397078797,0.00487536933998829,-0.101811001741751,0.0572877317745655,-0.0990601004879777,0.0783269410510289,0.00426389720181388,0.00133969593173713,0.0208957599182541,-0.0583419184764831,0.00722025397078437,0.00426389720181476,-0.970622225454476,0.00213797179915229,0.00253150681390419,-0.00310039019299517,0.00487536933999387,0.00133969593170214,0.00213797179915246,-0.971003824550596,0.00264083319271548,-0.00293743241816356,-0.101811001741679,0.02089575991828,0.00253150681390586,0.00264083319271761,0.455216673914307,-0.149985383062738,0.057287731774598,-0.0583419184764631,-0.00310039019300075,-0.00293743241816524,-0.149985383062791,0.592922268710787
61,0.391257366234811,-0.161241450266911,0.0166905096626969,0.00204963711791692,-0.00875572263296189,-0.00130332443190439,-0.161241450266905,0.42411278187237,0.00609181030475774,0.00230087452707683,0.022626878013257,0.0102807504702498,0.0166905096630536,0.00609181030475785,-0.965819968621971,0.00482094713523679,-0.00128280486117287,-0.00223166412014213,0.00204963711791216,0.00230087452709764,0.00482094713523688,-0.970512427262688,-0.000500496708797906,-0.00211346730446025,-0.00875572263294069,0.0226268780131686,-0.00128280486118537,-0.000500496708796695,0.464091291432136,-0.0838110371393843,-0.00130332443193182,0.0102807504702641,-0.00223166412013921,-0.00211346730446298,-0.0838110371394132,0.652692167255119
